id,venue,category
280,PROCEEDING of Publishing House for Science and Technology,International Conf
281,IEEE International Conference on Robotics and Biomimetics Bali Indonesia,International Conf
284,IEEE International Conference on Robotics and Biomimetics Bali Indonesia;,International Conf
286,International Conference on Advances in Information and Communication Technology,International Conf
288,Unknown,International Conf
290,Unknown,International Conf
300,Workshop Gemeinschaften in Neuen Medien (GeNeMe) 1998,International Conf
315,Proceedings of 8th National Conference on Mechanics Hanoi,International Conf
328,Unknown,International Conf
329,LABORATORY INVESTIGATION,International Conf
331,Unknown,International Conf
341,The 2nd International Conference on Advanced in Computational Mechanics,International Conf
353,International Conference on Material Machines and Methods for Sustainable Development,International Conf
369,Unknown,International Conf
370,Proceedings of National Symposium on Vibration and Control of Structures under Wind Actions. Hanoi University of Science and Technology. Ha Noi February 24,International Conf
371,Unknown,International Conf
373,Proceeding of The Third International Conference on Engineering Mechanics and Automation (ICEMA 2014) Hanoi,International Conf
374,Unknown,International Conf
378,2018 International Conference and Utility Exhibition on Green Energy for Sustainable Development (ICUE),International Conf
391,International conference on Energy Environmental and Chemical Engineering,International Conf
400,proceedings of the 5th IEEE Conference on Sensors Daegu October 22-25 2006,International Conf
401,Proc. 18th MicroMechanics Europe (MME 2006),International Conf
402,Unknown,International Conf
404,19th micromechanics europe (MME 2008) Aachem Germany,International Conf
405,Electroactive Polymer Actuators and Devices (EAPAD) 2008,International Conf
409,Unknown,International Conf
415,2017 4th NAFOSTED Conference on Information and Computer Science,International Conf
418,Unknown,International Conf
419,SoMeT,International Conf
421,Knowledge and Systems Engineering,International Conf
422,2017 4th NAFOSTED Conference on Information and Computer Science,International Conf
423,Proceedings of the Eighth International Symposium on Information and Communication Technology,International Conf
424,Unknown,International Conf
430,2008 Sixth IEEE International Conference on Software Engineering and Formal Methods,International Conf
431,Proceedings of the Third Symposium on Information and Communication Technology,International Conf
432,2008 Sixth IEEE International Conference on Software Engineering and Formal Methods,International Conf
443,Proceedings of the ninth international symposium on information and communication technology,International Conf
445,DiaBruck: 7th Workshop on the Semantics and Pragmatics of Dialogue,International Conf
450,Proceedings of the 3rd IEEE/ACM International Conference on Big Data Computing Applications and Technologies,International Conf
452,Asian Conference on Intelligent Information and Database Systems,International Conf
453,Asian Conference on Intelligent Information and Database Systems,International Conf
456,Information Science and Applications (ICISA) 2016,International Conf
457,Ibero-American Conference on Artificial Intelligence,International Conf
458,Proceedings of the Tenth International Symposium on Information and Communication Technology,International Conf
461,Actes de la 13ème conférence sur le Traitement Automatique des Langues Naturelles. Posters,International Conf
462,2020 RIVF International Conference on Computing and Communication Technologies (RIVF),International Conf
463,Proceedings of the Ninth International Symposium on Information and Communication Technology,International Conf
467,RIVF,International Conf
493,COST278 and ISCA Tutorial and Research Workshop (ITRW) on Robustness Issues in Conversational Interaction,International Conf
548,Unknown,International Conf
549,Proceedings of the 3rd Linguistic Annotation Workshop ACL-IJCNLP Singapore,International Conf
550,Proceedings of the Oriental COCOSDA 2016 Bali Indonesia,International Conf
551,Proceedings of the NLDB 2014 Montpellier France,International Conf
552,Proceedings of the AMTA 2006 Cambridge Massachusetts USA,International Conf
553,Proceedings of the ACIIDS 2010,International Conf
554,Proceedings of the CoNLL 2008 Manchester UK,International Conf
556,Proceedings of the Machine Translation Summit XII Ottawa Canada,International Conf
559,Proceedings of the 8th Global WordNet Conference. Bucharest Romania,International Conf
561,Proceedings of the IJCNLP 2013 Nagoya Japan,International Conf
563,International Workshop for Computer Information and Communication Technologies in Korea and Vietnam,International Conf
564,Knowledge and Systems Engineering,International Conf
565,Proceedings of the 7th Workshop on Asian Language Resources Singapore,International Conf
566,Proceedings of the 6th Workshop on Asian Translation Hong Kong,International Conf
574,The 3rd Workshop on Technologies for MT of Low Resource Languages (LoResMT) AACL-IJCNLP,International Conf
577,Proceedings of the IWSLT 2015 Danang Vietnam,International Conf
583,Proceedings of the IWSLT 2019 Hong Kong,International Conf
587,Proceedings of the 7th International Workshop on Vietnamese Language and Speech Processing,International Conf
588,2020 12th International Conference on Knowledge and Systems Engineering (KSE),International Conf
589,The 34th Pacific Asia Conference on Language Information and Computation (PACLIC 34),International Conf
590,International Conference of the Pacific Association for Computational Linguistics,International Conf
595,Proceedings of CICLing 2018,International Conf
607,Proceedings of the Seventh Symposium on Information and Communication Technology,International Conf
609,Proceedings of the Ninth International Symposium on Information and Communication Technology,International Conf
612,Proceedings of the Eighth International Symposium on Information and Communication Technology,International Conf
614,2016 International Conference on Advanced Technologies for Communications (ATC),International Conf
617,2007 Digest of Technical Papers International Conference on Consumer Electronics,International Conf
622,2016 International conference on advanced technologies for communications (ATC),International Conf
625,2019 19th International Conference on Control Automation and Systems (ICCAS),International Conf
626,2018 Joint 10th International Conference on Soft Computing and Intelligent Systems (SCIS) and 19th International Symposium on Advanced Intelligent Systems (ISIS),International Conf
628,International Conference on Industrial Engineering and Other Applications of Applied Intelligent Systems,International Conf
630,2016 International Conference on Advanced Technologies for Communications (ATC),International Conf
633,2009 Digest of Technical Papers International Conference on Consumer Electronics,International Conf
638,Unknown,International Conf
639,Unknown,International Conf
641,Unknown,International Conf
644,International Conference on Pattern Recognition and Machine Intelligence,International Conf
645,Unknown,International Conf
650,International Association for Printing Woodblocks (IAPW),International Conf
652,Proceedings of the Eighth International Symposium on Information and Communication Technology,International Conf
656,Unknown,International Conf
658,2014 International Conference on Electronics Information and Communications (ICEIC),International Conf
659,Unknown,International Conf
662,Proceedings of the IEEK Conference,International Conf
664,The International Joint Conference on Artificial Intelligence (IJCAI'17),International Conf
666,The 28th International Joint Conference on Artificial Intelligence (IJCAI'19),International Conf
670,Proceedings of the 28th ACM International Conference on Multimedia,International Conf
673,28th International Conference on Computational Linguistics (COLING) Barcelona Spain (Online) December 8-13 2020.,International Conf
675,Pacific Rim International Conference on Multi-Agents,International Conf
676,International Conference on Swarm Intelligence,International Conf
678,2018 12th international symposium on medical information and communication technology (ISMICT),International Conf
680,2006 International Conference on. Feb,International Conf
683,International Conference on Advanced Technologies for Communications (ATC 2014),International Conf
687,4th International Conference on Biomedical Engineering in Vietnam,International Conf
688,Asia-Pacific Conference on Simulated Evolution and Learning,International Conf
690,Proceedings of the Genetic and Evolutionary Computation Conference,International Conf
694,PROCEEDING of Publishing House for Science and Technology,International Conf
701,International conference on advances in information and communication technology,International Conf
702,International Workshop on Algorithms in Bioinformatics,International Conf
704,2017 International Conference on Information Networking (ICOIN),International Conf
714,2017 7th International Conference on Integrated Circuits Design and Verification (ICDV),International Conf
715,International Conference on Advances in Information and Communication Technology,International Conf
717,Unknown,International Conf
724,2020 4th International Conference on Recent Advances in Signal Processing Telecommunications & Computing (SigTelCom),International Conf
729,Unknown,International Conf
736,Unknown,International Conf
738,Unknown,International Conf
744,Conference of the Korean Institute of Electrical Engineers,International Conf
748,2016 IEEE International Conference on Advanced Intelligent Mechatronics (AIM),International Conf
750,Advanced Technologies for Communications (ATC) 2016 International Conference on,International Conf
751,Proceeding of the 8th International Conference on Mechatronic Technology (ICMT) Vietnam p379-384,International Conf
753,2016 International Conference on Advanced Technologies for Communications (ATC),International Conf
755,2016 International Conference on Advanced Technologies for Communications (ATC),International Conf
756,Unknown,International Conf
759,The 8th International Conference on Mechatronics Technology ICMT'04,International Conf
811,Unknown,International Conf
812,Unknown,International Conf
813,Proceedings of the Korean Magnestics Society Conference,International Conf
814,Proceedings of the Korean Magnestics Society Conference,International Conf
815,Proceedings of the Korean Magnestics Society Conference,International Conf
816,ICAME 2005,International Conf
846,Unknown,International Conf
851,Unknown,International Conf
928,Proc. 1st Asian Australian Conf. Comp. Mater,International Conf
930,Proc. of 4th Japan International SAMPE Symposium & Exhibition,International Conf
955,Frontiers in Materials Science FMS2017,International Conf
965,Journal of Materials Science and Chemical Engineering,International Conf
973,ITSC2021,International Conf
982,Communications in Physics,International Conf
992,Proceedings of the 4th International Conference on Advanced Materials and Nanotechnology (ICAMN 2019),International Conf
1000,Micro-Structured and Specialty Optical Fibres V,International Conf
1055,2011 IEEE Applied Imagery Pattern Recognition Workshop (AIPR),International Conf
1059,Real-Time Image and Video Processing 2012,International Conf
1064,2017 IEEE International Conference on Cloud Computing Technology and Science (CloudCom),International Conf
1066,The 26th Euromicro International Conference on Parallel Distributed and Network-Based Processing,International Conf
1068,2011 IEEE Applied Imagery Pattern Recognition Workshop (AIPR),International Conf
1088,2014 IEEE 64th Electronic Components and Technology Conference (ECTC),International Conf
1092,2008 3rd IEEE International Conference on Nano/Micro Engineered and Molecular Systems,International Conf
1094,2016 IEEE Sixth International Conference on Communications and Electronics (ICCE),International Conf
1107,2013 IEEE 63rd Electronic Components and Technology Conference,International Conf
1114,2014 IEEE 64th Electronic Components and Technology Conference (ECTC),International Conf
1120,2016 International Conference on Advanced Technologies for Communications (ATC),International Conf
1129,2017 IEEE SENSORS,International Conf
1130,2016 IEEE 66th Electronic Components and Technology Conference (ECTC),International Conf
1144,2014 IEEE 16th Electronics Packaging Technology Conference (EPTC),International Conf
1152,International Conference on Engineering Research and Applications,International Conf
1158,2016 IEEE 66th Electronic Components and Technology Conference (ECTC),International Conf
1164,2018 IEEE Seventh International Conference on Communications and Electronics (ICCE),International Conf
1165,The Sixth IEEE International Conference on Computer and Information Technology (CIT'06),International Conf
1169,2012 IEEE Seventh International Conference on Wireless Mobile and Ubiquitous Technology in Education,International Conf
1174,Proceedings of the 2nd International Conference on E-Society E-Education and E-Technology,International Conf
1177,International Conference on Technologies for E-Learning and Digital Entertainment,International Conf
1178,International Journal of Emerging Technologies in Learning (iJET),International Conf
1184,Proceedings of the 2020 The 6th International Conference on Frontiers of Educational Technologies,International Conf
1194,Regional Conference on Mechanical and Aerospace Technology,International Conf
1205,2015 IEEE International Geoscience and Remote Sensing Symposium (IGARSS),International Conf
1208,IGARSS 2018-2018 IEEE International Geoscience and Remote Sensing Symposium,International Conf
1214,GIS Conference 2020,International Conf
1227,Proceedings of the 2005 ACM symposium on Applied computing,International Conf
1228,Approches Formelles dans l'Assitance au Développement de Logiciels-AFADL'2004,International Conf
1229,Knowledge and Systems Engineering,International Conf
1230,2009 Seventh IEEE International Conference on Software Engineering and Formal Methods,International Conf
1233,14th Asia-Pacific Software Engineering Conference (APSEC'07),International Conf
1236,Proceedings of the 30th Annual ACM Symposium on Applied Computing,International Conf
1238,IEEE International Conference on Research Innovation and Vision for the Future in Computing and Communication Technologies Ho Chi Minh City,International Conf
1239,Asian Conference on Intelligent Information and Database Systems,International Conf
1240,2009 First Asian Conference on Intelligent Information and Database Systems,International Conf
1241,Third Taiwanese-French Conference on Information Technology-TFIT 2006,International Conf
1245,Asian Conference on Intelligent Information and Database Systems,International Conf
1255,2020 7th NAFOSTED Conference on Information and Computer Science (NICS),International Conf
1263,International Conference on Knowledge Information and Creativity Support Systems,International Conf
1268,Japan-Vietnam Workshop on Software Engineering 2006 (JVSE'06),International Conf
1293,the first international conference on knowledge DNA systems engineering Hanoi,International Conf
1301,2017 4th NAFOSTED Conference on Information and Computer Science,International Conf
1305,Proceedings of the 2019 9th International Conference on Bioscience Biochemistry and Bioinformatics,International Conf
1308,2020 12th International Conference on Knowledge and Systems Engineering (KSE),International Conf
1309,2020 12th International Conference on Knowledge and Systems Engineering (KSE),International Conf
1310,2020 RIVF International Conference on Computing and Communication Technologies (RIVF),International Conf
1315,Pacific-Asia Conference on Knowledge Discovery and Data Mining,International Conf
1321,2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),International Conf
1325,2019 IEEE 15th International Conference on Automation Science and Engineering (CASE),International Conf
1331,2020 IEEE/ASME International Conference on Advanced Intelligent Mechatronics (AIM),International Conf
1335,International Joint Conference on Automated Reasoning,International Conf
1336,Proceedings of the 12th International Workshop on Satisfiability Modulo Theories SMT,International Conf
1337,SC-Square 2018,International Conf
1338,2013 20th Asia-Pacific Software Engineering Conference (APSEC),International Conf
1348,Pacific-Asia Conference on Knowledge Discovery and Data Mining,International Conf
1353,Proceedings of the 27th Pacific Asia Conference on Language Information and Computation (PACLIC 27),International Conf
1361,International Conference on Advances in Information and Communication Technology,International Conf
1367,ATC 2017 - 2017 IEEE International Conference on Advanced Technologies for Communications (ATC),International Conf
1368,Proceeding of 2017 NAFOSTED Conference on Information and Computer Science,International Conf
1369,2019 27th European Signal Processing Conference (EUSIPCO),International Conf
1373,2020 28th European Signal Processing Conference (EUSIPCO),International Conf
1379,ATC 2017 - 2017 IEEE International Conference on Advanced Technologies for Communications (ATC),International Conf
1391,2012 Proceedings of the 20th European Signal Processing Conference (EUSIPCO),International Conf
1393,4th International Conference on Biomedical Engineering in Vietnam,International Conf
1394,4th International Conference on Biomedical Engineering in Vietnam,International Conf
1395,2011 IEEE International Symposium on Biomedical Imaging: From Nano to Macro,International Conf
1396,Eighth International Symposium on Signal Processing and Its Applications (ISSPA),International Conf
1398,3rd International Symposium on Image and Signal Processing and Analysis 2003. ISPA 2003. Proceedings of the,International Conf
1399,2016 International Conference on Advanced Technologies for Communications (ATC),International Conf
1402,Acoustics Speech and Signal Processing 2001. Proceedings.(ICASSP'01). 2001 IEEE International Conference on,International Conf
1405,2013 International Conference on Advanced Technologies for Communications (ATC 2013),International Conf
1406,2016 IEEE International Conference on Acoustics Speech and Signal Processing (ICASSP),International Conf
1408,2012 Fourth International Conference on Communications and Electronics (ICCE),International Conf
1410,2016 IEEE Sixth International Conference on Communications and Electronics (ICCE),International Conf
1412,2000 IEEE International Conference on Acoustics Speech and Signal Processing. Proceedings (Cat. No. 00CH37100),International Conf
1413,2020 IEEE Wireless Communications and Networking Conference (WCNC),International Conf
1414,2016 International Conference on Advanced Technologies for Communications (ATC),International Conf
1415,The International Conference on Advanced Technologies for Communications,International Conf
1416,Proceedings of the 22nd European Signal Processing Conference (EUSIPCO 2014),International Conf
1421,International Conference on Green and Human Information Technology (ICGHIT),International Conf
1422,The 2012 International Conference on Advanced Technologies for Communications,International Conf
1423,4th International Conference on Biomedical Engineering in Vietnam,International Conf
1424,2016 24th European Signal Processing Conference (EUSIPCO),International Conf
1428,EMBC 2012,International Conf
1431,2020 42nd Annual International Conference of the IEEE Engineering in Medicine & Biology Society (EMBC),International Conf
1434,2016 International Conference on Advanced Technologies for Communications (ATC),International Conf
1436,Unknown,International Conf
1437,2014 International Conference on Advanced Technologies for Communications (ATC 2014),International Conf
1438,2013 IEEE International Conference on Acoustics Speech and Signal Processing,International Conf
1441,International Conference on Advanced Technologies for Communications,International Conf
1442,Advanced Technologies for Communications (ATC) 2011 International Conference on,International Conf
1443,Signal Processing and Its Applications 1999. ISSPA'99. Proceedings of the Fifth International Symposium on,International Conf
1446,2020 IEEE Asia Pacific Conference on Circuits and Systems (APCCAS),International Conf
1449,2016 International Conference on Advanced Technologies for Communications (ATC),International Conf
1453,5th International Conference on Biomedical Engineering in Vietnam,International Conf
1456,Journée d’Etude sur les Méthodes pour les Signaux Complexes en Traïtement d’Image,International Conf
1464,Unknown,International Conf
1472,Advanced Technologies for Communications (ATC) 2015 International Conference on,International Conf
1474,Advanced Technologies for Communications (ATC) 2016 International Conference on,International Conf
1475,2014 22nd European Signal Processing Conference (EUSIPCO),International Conf
1476,2020 14th European Conference on Antennas and Propagation (EuCAP),International Conf
1480,2016 24th European Signal Processing Conference (EUSIPCO),International Conf
1489, International Conference on Research in Intelligent and Computing in Engineering,International Conf
1494,Unknown,International Conf
1501,International conference on advanced material science and environmental engineering (AMSEE 2016),International Conf
1505,2020 International Conference on Advanced Mechatronic Systems (ICAMechS),International Conf
1508,The 5th International Conference on Engineering Mechanics and Automation (ICEMA 5),International Conf
1509,The 5th International Conference on Engineering Mechanics and Automation (ICEMA 5),International Conf
1516,Unknown,International Conf
1518,Fifth BioCreative challenge evaluation workshop,International Conf
1532,Unknown,International Conf
1546,Unknown,International Conf
1572,International conference on computer science applied mathematics and applications,International Conf
1670,Proceedings of the eighth international symposium on information and communication technology,International Conf
1674,Asian Conference on Intelligent Information and Database Systems,International Conf
1675,The 2016 IEEE RlVF International Conference on Computing & Communication Technologies Research Innovation and Visionfor the Future,International Conf
1677,5th International Conference CSoNet 2016 Ho Chi Minh City Vietnam August 2-4 2016 Lecture Notes in Computer Science (LNCS),International Conf
1680,International Conference on Computational Social Networks,International Conf
1681,Knowledge and systems engineering,International Conf
1687,International Conference on Swarm Intelligence,International Conf
1688,International Conference on Computational Data and Social Networks,International Conf
1692,International Journal of Operations Research and Information Systems,International Conf
1697,The 2016 IEEE RlVF International Conference on Computing & Communication Technologies Research Innovation and Visionfor the Future,International Conf
1714,Proceedings of second meeting on simulation and modeling physics Hanoi,International Conf
1721,Asian Conference on Intelligent Information and Database Systems,International Conf
1724,Unknown,International Conf
1726,Unknown,International Conf
1735,International Colloquium on Theoretical Aspects of Computing,International Conf
1736,Proceedings of the Sixth International Symposium on Information and Communication Technology,International Conf
1740,6th WADS in conjunction with the 37th Annual IEEE/IFIP Intenational Conference on Dependable Systems and Networks (DSN),International Conf
1744,Proceedings of the joint international and annual ERCIM workshops on Principles of software evolution (IWPSE) and software evolution (Evol) workshops,International Conf
1746,Proceedings of the Ninth International Symposium on Information and Communication Technology,International Conf
1748,Asian Conference on Intelligent Information and Database Systems,International Conf
1749,Proceedings of the sixth international symposium on information and communication technology,International Conf
1750,2020 12th International Conference on Knowledge and Systems Engineering (KSE),International Conf
1751,Proceedings of the Tenth International Symposium on Information and Communication Technology,International Conf
1754,Proceedings of the Eighth International Symposium on Information and Communication Technology,International Conf
1755,Asian Conference on Intelligent Information and Database Systems,International Conf
1756,Unknown,International Conf
1760,RESET workshop The 29th IEEE International Requirements Engineering Conference,International Conf
1762,2020 International Conference on Advanced Computing and Applications (ACOMP),International Conf
1768,PROCEEDING of Publishing House for Science and Technology,International Conf
1779,Unknown,International Conf
1780,Unknown,International Conf
1784,Unknown,International Conf
1789,The 5th International Conference on Engineering Mechanics and Automation (ICEMA 5),International Conf
1790,The 5th International Conference on Engineering Mechanics and Automation (ICEMA 5),International Conf
1828,Proceedings of the Optical Society of Korea Conference,International Conf
1829,Proceedings of the Optical Society of Korea Conference,International Conf
1830,Proceedings of the Optical Society of Korea Conference,International Conf
1835,Proceedings of the Optical Society of Korea Conference,International Conf
1836,Proceedings of the Optical Society of Korea Conference,International Conf
1866,Proceedings of the Optical Society of Korea Conference,International Conf
1867,Proceedings of the Optical Society of Korea Conference,International Conf
1874,Proceedings of the Optical Society of Korea Conference,International Conf
1880,2017 20th international conference on electrical machines and systems (ICEMS),International Conf
1884,2017 11th Asian Control Conference (ASCC),International Conf
1890,2010 11th International Conference on Control Automation Robotics & Vision,International Conf
1892,The 34th International Symposium on Automation and Robotics in Construction (ISARC) Taipei Taiwan,International Conf
1904,The 2011 IEICE International Conference on Integrated Circuits and Devices in Vietnam (ICDV),International Conf
1907,2018 15th International Conference on Control Automation Robotics and Vision (ICARCV),International Conf
1930,4th ACM International Workshop on Security and Privacy Analytics IWSPA@Codaspy 2018,International Conf
1949,The 1st workshop on Structuring and Understanding of Multimedia heritAge Contents,International Conf
2026, The 5 th International Conference on Engineering Mechanics and Automation (ICEMA 5),International Conf
2041,International Conference on Advanced Technologies for Communications (ATC),International Conf
2045,The 2012 International Conference on Advanced Technologies for Communications,International Conf
2049,2017 17th International Symposium on Communications and Information Technologies (ISCIT),International Conf
2053,The International Conference on Intelligent Systems & Networks,International Conf
2055,2019 International Conference on Digitization (ICD),International Conf
2061,2017 17th International Symposium on Communications and Information Technologies (ISCIT),International Conf
2079,proceedings of the 5th IEEE Conference on Sensors Daegu October 22-25 2006,International Conf
2107,The 2011 International Conference on Advanced Technologies for Communications (ATC 2011),International Conf
2122,2008 3rd IEEE International Conference on Nano/Micro Engineered and Molecular Systems,International Conf
2131,Proceedings of the 20th Workshop on Biomedical Language Processing,International Conf
2132,Proceedings of the 7th International Workshop on Vietnamese Language and Speech Processing,International Conf
2133,11th Asian Conference on Intelligent Information and Database Systems (ACIIDS 2019),International Conf
2141,2017 4th NAFOSTED Conference on Information and Computer Science,International Conf
2142,Proceedings of the 7th International Workshop on Vietnamese Language and Speech Processing,International Conf
2178,2016 International Conference on Advanced Technologies for Communications (ATC),International Conf
2184,2016 International Conference on Advanced Technologies for Communications (ATC),International Conf
2187,2009 1st International Conference on Wireless Communication Vehicular Technology Information Theory and Aerospace & Electronic Systems Technology,International Conf
2188,IEEE Eighth International Con—ference on Networks 2ooO,International Conf
2194,GLOBECOM 2020-2020 IEEE Global Communications Conference,International Conf
2198,2017 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),International Conf
2211,2017 International Renewable and Sustainable Energy Conference (IRSEC),International Conf
2213,The 5th International Conference on Engineering Mechanics and Automation (ICEMA5),International Conf
2222,International Conference on Medical Image Computing and Computer-Assisted Intervention,International Conf
2223,2019 International Conference on Advanced Technologies for Communications (ATC),International Conf
2226,International Workshop on Biomedical Image Registration,International Conf
2229,2020 7th NAFOSTED Conference on Information and Computer Science (NICS),International Conf
2230,International Workshop on Biomedical Image Registration,International Conf
2252,2019 IEEE/ACM Joint 7th International Workshop on Conducting Empirical Studies in Industry (CESI) and 6th International Workshop on Software Engineering Research and Industrial Practice (SER&IP),International Conf
2270,2017 IEEE 11th International Symposium on Embedded Multicore/Many-core Systems-on-Chip (MCSoC),International Conf
2272,2014 IEEE Asia Pacific Conference on Circuits and Systems (APCCAS),International Conf
2274,2017 18th International Conference on Sciences and Techniques of Automatic Control and Computer Engineering (STA),International Conf
2278,2020 IEEE International Conference on Big Data and Smart Computing (BigComp),International Conf
2280,2019 IEEE Asia Pacific Conference on Circuits and Systems (APCCAS 2019),International Conf
2293,International Symposium on Ubiquitous Networking 2021,International Conf
2295,Proceedings of 2020 IEEE Asia Pacific Conference on Circuits and Systems APCCAS 2020,International Conf
2296,2020 IEEE Asia Pacific Conference on Circuits and Systems (APCCAS),International Conf
2297,2020 International Conference on Advanced Technologies for Communications (ATC),International Conf
2310,Proceedings of the Second Symposium on Information and Communication Technology,International Conf
2313,2017 4th NAFOSTED Conference on Information and Computer Science,International Conf
2322,2016 IEEE International Conference on Acoustics Speech and Signal Processing (ICASSP),International Conf
2326,2018 International Conference on Advanced Technologies for Communications (ATC),International Conf
2340,2018 2nd International Conference on Recent Advances in Signal Processing Telecommunications & Computing (SigTelCom),International Conf
2341,2018 International Workshop on Advanced Image Technology (IWAIT),International Conf
2343,2017 4th NAFOSTED Conference on Information and Computer Science,International Conf
2348,2018 International Workshop on Advanced Image Technology (IWAIT),International Conf
2351,The 2011 International Conference on Advanced Technologies for Communications (ATC 2011),International Conf
2355,2020 International Conference on Advanced Technologies for Communications (ATC),International Conf
2363,2017 International Conference on Advanced Technologies for Communications (ATC),International Conf
2370,2019 International Conference on Advanced Technologies for Communications (ATC),International Conf
2371,2017 11th International Conference on Signal Processing and Communication Systems (ICSPCS),International Conf
2373,2021 18th International Multi-Conference on Systems Signals & Devices (SSD),International Conf
2378,Intelligent Computing in Engineering,International Conf
2395,International Conference on Green and Human Information Technology (ICGHIT),International Conf
2402,2014 International Conference on Advanced Technologies for Communications (ATC 2014),International Conf
2427,2015 international conference on advanced technologies for communications (ATC),International Conf
2431,2017 International Conference on System Science and Engineering (ICSSE),International Conf
2435,International Conference on Advanced Technologies for Communications ATC 16 Sep 2019 Ha Noi Vietnam,International Conf
2473,International Conference on Engineering Mechanics and Automation,International Conf
2474,International Conference on Engineering Mechanics and Automation,International Conf
2477,International Conference on Engineering Mechanics and Automation,International Conf
2478,International Conference on Engineering Mechanics and Automation,International Conf
2487,2006 3rd IEEE Consumer Communications and Networking Conference CCNC 2006,International Conf
2492,The International Conference on Intelligent Systems & Networks,International Conf
2493,INTERNATIONAL CONFERENCE ON APPLICATIONS OF ARTIFICIAL INTELLIGENCE IN TRANSPORTATION 2020,International Conf
2494,GLOBECOM 2020-2020 IEEE Global Communications Conference,International Conf
2496,The 5th International Conference on Next Generation Computing 2019 December 19~21 2019 Chiang Mai Thailand,International Conf
2501,2008 IEEE International Performance Computing and Communications Conference,International Conf
2502,2008 International Symposium on Ubiquitous Multimedia Computing,International Conf
2503,The 9th International Conference on Advanced Communication Technology,International Conf
2504,Network Architectures Management and Applications II,International Conf
2505,Proceedings of the Korea Information Processing Society Conference,International Conf
2527,2018 IEEE Seventh International Conference on Communications and Electronics (ICCE),International Conf
2531,2016 6th Electronic System-Integration Technology Conference (ESTC),International Conf
2537,International Symposium on Frontiers of Materials Science,International Conf
2538,International Conference in Advanced Manufacturing for Multifunctional Miniaturised Devices,International Conf
2539,International Symposium on Frontiers of Materials Science,International Conf
2557,The 2012 International Conference on Advanced Technologies for Communications (ATC),International Conf
2558,The International Conference on Advanced Technologies for Communications,International Conf
2559,Advanced Technologies for Communications (ATC) 2011 International Conference on,International Conf
2580,Proceedings of the Ninth International Symposium on Information and Communication Technology,International Conf
2594,International Conference on Advances in Computational Mechanics,International Conf
2678,Proceedings of the Korean Magnestics Society Conference,International Conf
2679,Proceedings of the Korean Magnestics Society Conference,International Conf
2680,Proceedings of the Korean Magnestics Society Conference,International Conf
2681,Proceedings of the Korean Magnestics Society Conference,International Conf
2682,Proceedings of the Korean Magnestics Society Conference,International Conf
2715,7th International Workshop on Nanotechnology and Application (IWNA 2019),International Conf
2716,International Conference on Engineering Research and Applications,International Conf
2726,International Conference on Engineering Research and Applications,International Conf
2737,SHS Web of Conferences,International Conf
2760,Proceedings of the Seventh Symposium on Information and Communication Technology,International Conf
2766,Conference of the Korean Institute of Electrical Engineers,International Conf
2791,International Conference on Smart Homes and Health Telematics,International Conf
2797,2017 4th NAFOSTED conference on Information and Computer Science,International Conf
2799,Asian Simulation Conference,International Conf
2800,2016 International Conference on Advanced Technologies for Communications (ATC),International Conf
2802,The International Symposium on Wireless Personal Multimedia Communications,International Conf
2807,20th International Conference on Advanced Information Networking and Applications-Volume 1 (AINA'06),International Conf
2809,2016 IEEE Sixth International Conference on Communications and Electronics (ICCE),International Conf
2810,2016 7th International Conference of Information and Communication Technology for Embedded Systems (IC-ICTES),International Conf
2814,2020 RIVF International Conference on Computing and Communication Technologies (RIVF),International Conf
2848,IOP Conference Series: Earth and Environmental Science,International Conf
2868,IOP Conference Series: Earth and Environmental Science,International Conf
2902,2016 IEEE Sixth International Conference on Communications and Electronics (ICCE),International Conf
2909,2016 International Conference on Advanced Technologies for Communications (ATC),International Conf
2916,2017 IEEE SENSORS,International Conf
2924,International Conference on Engineering Research and Applications,International Conf
2928, The 5 th International Conference on Engineering Mechanics and Automation (ICEMA 5),International Conf
2930,International Conference on Engineering Research and Applications,International Conf
2931,International Conference on Engineering Research and Applications,International Conf
2957, International Conference on Engineering Research and Applications,International Conf
2958,2018 IEEE Seventh International Conference on Communications and Electronics (ICCE),International Conf
2959,2018 IEEE Seventh International Conference on Communications and Electronics (ICCE),International Conf
2960,Development,International Conf
2962,2017 19th International Conference on Solid-State Sensors Actuators and Microsystems (TRANSDUCERS),International Conf
2986,International Colloquium on Theoretical Aspects of Computing,International Conf
2989,International Symposium on Automated Technology for Verification and Analysis,International Conf
2991,Proceedings of the 3rd Linguistic Annotation Workshop (LAW) at ACL-IJCNLP,International Conf
2993,International Conference on Computer Processing of Oriental Languages,International Conf
2994,The 20th IEEE International Conference on Tools with Artificial Intelligence,International Conf
2995,Knowledge and systems engineering,International Conf
2997,2020 12th International Conference on Knowledge and Systems Engineering (KSE),International Conf
3003,2017 4th NAFOSTED Conference on Information and Computer Science,International Conf
3011,The 8th Conference on Some selection problems of Information Technology and Telecommunication,International Conf
3013,2008 IEEE/WIC/ACM International Conference on Web Intelligence and Intelligent Agent Technology,International Conf
3018,Proceedings of t he APSCC 2011 conference inpress Korea,International Conf
3027, International Conference on Engineering Research and Applications,International Conf
3034,The 12th IEEE/SICE International Symposium on System Integration ,International Conf
